service_id,date,exception_type
POW_SZK,20260216,2
POW_SZK,20260217,2
POW_SZK,20260218,2
POW_SZK,20260219,2
POW_SZK,20260220,2
POW_SZK,20260221,2
POW_SZK,20260222,2
POW_SZK,20260223,2
POW_SZK,20260224,2
POW_SZK,20260225,2
POW_SZK,20260226,2
POW_SZK,20260228,2
POW_SZK,20260301,2
POW_SZK,20260402,2
POW_SZK,20260403,2
POW_SZK,20260404,2
POW_SZK,20260405,2
POW_SZK,20260406,2
POW_SZK,20260407,2
